# codigo eBird|nombre cientifico|nombre comun (en ingles, el que usa el motor)
# Generado desde tector-hub-app/catalogo.js con el mismo contenido que el
# selector de la app. Lo usa el servidor para saber que especie sugirio la
# persona en un reporte: la app manda el codigo, y aca hace falta el nombre.
chcsta1|Agropsar philippensis|Chestnut-cheeked Starling
chclon|Calcarius ornatus|Chestnut-collared Longspur
chcswi1|Streptoprocne rutila|Chestnut-collared Swift
chcwoo1|Celeus castaneus|Chestnut-colored Woodpecker
chcant1|Rhegmatorhina cristata|Chestnut-crested Antbird
chccot1|Ampelion rufaxilla|Chestnut-crested Cotinga
chcant2|Grallaria ruficapilla|Chestnut-crowned Antpitta
chcbab2|Pomatostomus ruficeps|Chestnut-crowned Babbler
chcbec1|Pachyramphus castaneus|Chestnut-crowned Becard
ccbwar1|Cettia major|Chestnut-crowned Bush Warbler
ccfgle2|Automolus rufipileatus|Chestnut-crowned Foliage-gleaner
chcgna1|Conopophaga castaneiceps|Chestnut-crowned Gnateater
chclau2|Trochalopteron erythrocephalum|Chestnut-crowned Laughingthrush
ccswea1|Plocepasser superciliosus|Chestnut-crowned Sparrow-Weaver
chcwar2|Phylloscopus castaniceps|Chestnut-crowned Warbler
cheara1|Pteroglossus castanotis|Chestnut-eared Aracari
chebun2|Emberiza fucata|Chestnut-eared Bunting
cfweye1|Zosterops erythropleurus|Chestnut-flanked White-eye
chfmac1|Ara severus|Chestnut-fronted Macaw
chbeat1|Merops leschenaulti|Chestnut-headed Bee-eater
chhcra1|Anurolimnas castaneiceps|Chestnut-headed Crake
chhoro1|Psarocolius wagleri|Chestnut-headed Oropendola
chhtan1|Thlypopsis pyrrhocoma|Chestnut-headed Tanager
chhtes1|Cettia castaneocoronata|Chestnut-headed Tesia
chhlau1|Pterorhinus treacheri|Chestnut-hooded Laughingthrush
chnant1|Grallaria nuchalis|Chestnut-naped Antpitta
chrbab1|Stachyris maculata|Chestnut-rumped Babbler
chrtho1|Acanthiza uropygialis|Chestnut-rumped Thornbill
chrwoo1|Xiphorhynchus pardalotus|Chestnut-rumped Woodcreeper
chsant1|Euchrepomis humeralis|Chestnut-shouldered Antwren
cssvir1|Vireolanius melitophrys|Chestnut-sided Shrike-Vireo
chswar|Setophaga pensylvanica|Chestnut-sided Warbler
chtant2|Sciaphylax hemimelaena|Chestnut-tailed Antbird
chtmin1|Actinodura strigula|Chestnut-tailed Minla
chtsta2|Sturnia malabarica|Chestnut-tailed Starling
chtapa3|Apalis porphyrolaema|Chestnut-throated Apalis
cthhue1|Pteroptochos castaneus|Chestnut-throated Huet-huet
chtsee1|Sporophila telasco|Chestnut-throated Seedeater
chtspi1|Synallaxis cherriei|Chestnut-throated Spinetail
chttou3|Aulacorhynchus derbianus|Chestnut-tipped Toucanet
chvcon1|Conirostrum speciosum|Chestnut-vented Conebill
chvnut1|Sitta nagaensis|Chestnut-vented Nuthatch
ruvwar2|Curruca subcoerulea|Chestnut-vented Warbler
chwbab1|Cyanoderma erythropterum|Chestnut-winged Babbler
chwcha1|Ortalis garrula|Chestnut-winged Chachalaca
chwcin1|Cinclodes albidiventris|Chestnut-winged Cinclodes
chwcuc1|Clamator coromandus|Chestnut-winged Cuckoo
chwfog1|Dendroma erythroptera|Chestnut-winged Foliage-gleaner
chwhoo1|Ancistrops strigilatus|Chestnut-winged Hookbill
chithr1|Turdus chiguanco|Chiguanco Thrush
chirav|Corvus cryptoleucus|Chihuahuan Raven
chifla1|Phoenicopterus chilensis|Chilean Flamingo
chifli1|Colaptes pitius|Chilean Flicker
chimoc1|Mimus thenca|Chilean Mockingbird
chiswa1|Tachycineta leucopyga|Chilean Swallow
chitin1|Nothoprocta perdicaria|Chilean Tinamou
chiwig1|Mareca sibilatrix|Chiloe Wigeon
chicar1|Milvago chimango|Chimango Caracara
chiwed1|Psophodes occidentalis|Chiming Wedgebill
chiswi|Chaetura pelagica|Chimney Swift
chhwrb1|Spelaeornis oatesi|Chin Hills Wren-Babbler
chbpar3|Bambusicola thoracicus|Chinese Bamboo-Partridge
chibar1|Psilopogon faber|Chinese Barbet
chibla1|Turdus mandarinus|Chinese Blackbird
butfly2|Cyornis glaucicomans|Chinese Blue Flycatcher
chbwar1|Locustella tacsanowskia|Chinese Bush Warbler
chifra1|Francolinus pintadeanus|Chinese Francolin
chgshr1|Lanius sphenocercus|Chinese Gray Shrike
melthr|Garrulax canorus|Chinese Hwamei
chilew1|Phylloscopus yunnanensis|Chinese Leaf Warbler
chptit1|Remiz consobrinus|Chinese Penduline-Tit
chpher1|Ardeola bacchus|Chinese Pond-Heron
chirub1|Calliope tschebaiewi|Chinese Rubythroat
grfhaw1|Accipiter soloensis|Chinese Sparrowhawk
chithr2|Otocichla mupinensis|Chinese Thrush
cwbros1|Carpodacus dubius|Chinese White-browed Rosefinch
chibat1|Batis molitor|Chinspot Batis
chispa|Spizella passerina|Chipping Sparrow
butfog4|Automolus exsertus|Chiriqui Foliage-gleaner
chicis1|Cisticola pipiens|Chirping Cisticola
chiwed2|Psophodes cristatus|Chirruping Wedgebill
chivir1|Vireo chivi|Chivi Vireo
chopoo1|Nyctiphrynus rosenbergi|Choco Poorwill
versco2|Megascops centralis|Choco Screech-Owl
siryst3|Sirystes albogriseus|Choco Sirystes
chotap1|Scytalopus chocoensis|Choco Tapaculo
chotou1|Ramphastos brevis|Choco Toucan
chotyr1|Zimmerius albigularis|Choco Tyrannulet
chovir1|Vireo masteri|Choco Vireo
chbkin2|Halcyon badia|Chocolate-backed Kingfisher
chobla1|Gnorimopsar chopi|Chopi Blackbird
chrcha1|Cossypha dichroa|Chorister Robin-Chat
chospi2|Schoeniophylax phryganophilus|Chotoy Spinetail
chowch1|Orthonyx spaldingii|Chowchilla
chrshe|Puffinus nativitatis|Christmas Shearwater
chucis1|Cisticola chubbi|Chubb's Cisticola
chutap1|Scelorchilus rubecula|Chucao Tapaculo
chwwid|Antrostomus carolinensis|Chuck-will's-widow
chukar|Alectoris chukar|Chukar
chucis2|Cisticola njombe|Churring Cisticola
chutap2|Scytalopus parkeri|Chusquea Tapaculo
cinant1|Thamnomanes caesius|Cinereous Antshrike
cinbec2|Pachyramphus rufus|Cinereous Becard
cinbul1|Hemixos cinereus|Cinereous Bulbul
cinbun1|Emberiza cineracea|Cinereous Bunting
cincon1|Conirostrum cinereum|Cinereous Conebill
cinmou1|Laniocera hypopyrra|Cinereous Mourner
cintin1|Crypturellus cinereus|Cinereous Tinamou
gretit2|Parus cinereus|Cinereous Tit
cinvul1|Aegypius monachus|Cinereous Vulture
cibspi1|Synallaxis hypospodia|Cinereous-breasted Spinetail
cinhao1|Ninox ios|Cinnabar Boobook
cinatt1|Attila cinnamomeus|Cinnamon Attila
cinbec1|Pachyramphus cinnamomeus|Cinnamon Becard
cinbit1|Ixobrychus cinnamomeus|Cinnamon Bittern
cibwar1|Bradypterus cinnamomeus|Cinnamon Bracken-Warbler
cinfly2|Pyrrhomyias cinnamomeus|Cinnamon Flycatcher
cinhum1|Amazilia rutila|Cinnamon Hummingbird
cinmat1|Neopipo cinnamomea|Cinnamon Manakin-Tyrant
cinsco1|Megascops petersoni|Cinnamon Screech-Owl
cintan1|Schistochlamys ruficapillus|Cinnamon Tanager
cintea|Spatula cyanoptera|Cinnamon Teal
cinwoo1|Celeus loricatus|Cinnamon Woodpecker
cibkin1|Todiramphus australasia|Cinnamon-banded Kingfisher
cibflo1|Diglossa baritula|Cinnamon-bellied Flowerpiercer
cbipig2|Ducula basilica|Cinnamon-bellied Imperial-Pigeon
grasal2|Saltator grandis|Cinnamon-bellied Saltator
cibbun1|Emberiza tahapisi|Cinnamon-breasted Bunting
cbttyr1|Hemitriccus cinnamomeipectus|Cinnamon-breasted Tody-Tyrant
ccbeat1|Merops oreobates|Cinnamon-chested Bee-eater
cicspa1|Platyrinchus saturatus|Cinnamon-crested Spadebill
ciftyr1|Phylloscartes parkeri|Cinnamon-faced Tyrannulet
cihpig1|Treron fulvicollis|Cinnamon-headed Green-Pigeon
crfgle1|Philydor pyrrhodes|Cinnamon-rumped Foliage-gleaner
whcsee2|Sporophila torqueola|Cinnamon-rumped Seedeater
cirtro1|Harpactes orrhophaeus|Cinnamon-rumped Trogon
citspa1|Peucaea sumichrasti|Cinnamon-tailed Sparrow
cither1|Phaethornis nattereri|Cinnamon-throated Hermit
citwoo1|Dendrexetastes rufigula|Cinnamon-throated Woodcreeper
civpih1|Lipaugus lanioides|Cinnamon-vented Piha
cirbun1|Emberiza cirlus|Cirl Bunting
cittro1|Trogon citreolus|Citreoline Trogon
citfin1|Carduelis citrinella|Citril Finch
citcaf1|Culicicapa helianthea|Citrine Canary-Flycatcher
citwag|Motacilla citreola|Citrine Wagtail
citwar1|Myiothlypis luteoviridis|Citrine Warbler
cibatt1|Attila citriniventris|Citron-bellied Attila
chyfin1|Sicalis luteocephala|Citron-headed Yellow-Finch
clrwar1|Acrocephalus stentoreus|Clamorous Reed Warbler
clarai11|Rallus crepitans|Clapper Rail
cbfdov1|Ptilinopus viridis|Claret-breasted Fruit-Dove
clagre|Aechmophorus clarkii|Clark's Grebe
clanut|Nucifraga columbiana|Clark's Nutcracker
clalew1|Phylloscopus claudiae|Claudia's Leaf Warbler
clcspa|Spizella pallida|Clay-colored Sparrow
clcrob|Turdus grayi|Clay-colored Thrush
clishb1|Pteruthius intermedius|Clicking Shrike-Babbler
clifly1|Hirundinea ferruginea|Cliff Flycatcher
cliswa|Petrochelidon pyrrhonota|Cliff Swallow
clocis1|Cisticola textrix|Cloud Cisticola
clopyo1|Glaucidium nubicola|Cloud-forest Pygmy-Owl
clwman1|Machaeropterus deliciosus|Club-winged Manakin
coatit2|Periparus ater|Coal Tit
cocfin2|Charitospiza eucosma|Coal-crested Finch
wincis4|Cisticola haematocephalus|Coastal Cisticola
buwpar3|Forpus xanthopterygius|Cobalt-rumped Parrotlet
cowpar1|Brotogeris cyanoptera|Cobalt-winged Parakeet
cocant1|Thamnophilus praecox|Cocha Antshrike
cockat|Nymphicus hollandicus|Cockatiel
cocthr1|Turdus fumigatus|Cocoa Thrush
cocwoo1|Xiphorhynchus susurrans|Cocoa Woodcreeper
cocher1|Ardea cocoi|Cocoi Heron
coleto1|Sarcops calvus|Coleto
copowl1|Glaucidium palmarum|Colima Pygmy-Owl
colwar|Leiothlypis crissalis|Colima Warbler
colant1|Thamnophilus bernardi|Collared Antshrike
colara1|Pteroglossus torquatus|Collared Aracari
colbab1|Gampsorhynchus torquatus|Collared Babbler
cobrob1|Tarsiger johnstoniae|Collared Bush-Robin
colcre1|Melanopareia torquata|Collared Crescentchest
colfin1|Spizixos semitorques|Collared Finchbill
colfly1|Ficedula albicollis|Collared Flycatcher
coffal1|Micrastur semitorquatus|Collared Forest-Falcon
colgna1|Microbates collaris|Collared Gnatwren
colgro1|Mycerobas affinis|Collared Grosbeak
colkin1|Todiramphus chloris|Collared Kingfisher
colowl1|Taenioptynx brodiei|Collared Owlet
copthr1|Cichladusa arquata|Collared Palm-Thrush
colplo1|Charadrius collaris|Collared Plover
colpra|Glareola pratincola|Collared Pratincole
colpuf1|Bucco capensis|Collared Puffbird
colred1|Myioborus torquatus|Collared Redstart
cosowl1|Otus lettia|Collared Scops-Owl
colspa1|Accipiter cirrocephalus|Collared Sparrowhawk
colsun2|Hedydipna collaris|Collared Sunbird
coltow1|Pipilo ocai|Collared Towhee
coltro1|Trogon collaris|Collared Trogon
colcha1|Ortalis columbiana|Colombian Chachalaca
combab3|Argya caudata|Common Babbler
comblh1|Buteogallus anthracinus|Common Black Hawk
combro1|Phaps chalcoptera|Common Bronzewing
combul2|Pycnonotus barbatus|Common Bulbul
combuz1|Buteo buteo|Common Buzzard
comcha|Fringilla coelebs|Common Chaffinch
comchi1|Phylloscopus collybita|Common Chiffchaff
cobtan1|Chlorospingus flavopectus|Common Chlorospingus
cicada1|Edolisoma tenuirostre|Common Cicadabird
comcra|Grus grus|Common Crane
comcuc|Cuculus canorus|Common Cuckoo
comeid|Somateria mollissima|Common Eider
firecr1|Regulus ignicapilla|Common Firecrest
comfla1|Dinopium javanense|Common Flameback
comgal1|Gallinula galeata|Common Gallinule
comgol|Bucephala clangula|Common Goldeneye
comgra|Quiscalus quiscula|Common Grackle
cogwar1|Locustella naevia|Common Grasshopper-Warbler
comgre|Tringa nebularia|Common Greenshank
cogdov|Columbina passerina|Common Ground Dove
mewgul|Larus canus|Common Gull
cohcuc1|Hierococcyx varius|Common Hawk-Cuckoo
cohmar1|Delichon urbicum|Common House-Martin
comior1|Aegithina tiphia|Common Iora
comjer1|Neomixis tenella|Common Jery
comkin1|Alcedo atthis|Common Kingfisher
comloo|Gavia immer|Common Loon
commer|Mergus merganser|Common Merganser
commin1|Geositta cunicularia|Common Miner
commur|Uria aalge|Common Murre
commyn|Acridotheres tristis|Common Myna
comnew1|Newtonia brunneicauda|Common Newtonia
comnig|Chordeiles minor|Common Nighthawk
comnig1|Luscinia megarhynchos|Common Nightingale
copkin1|Tanysiptera galatea|Common Paradise-Kingfisher
compau|Nyctidromus albicollis|Common Pauraque
compoc|Aythya ferina|Common Pochard
compoo|Phalaenoptilus nuttallii|Common Poorwill
compot1|Nyctibius griseus|Common Potoo
comqua1|Coturnix coturnix|Common Quail
comrav|Corvus corax|Common Raven
comred|Acanthis flammea|Common Redpoll
comred1|Tringa totanus|Common Redshank
comred2|Phoenicurus phoenicurus|Common Redstart
corplo|Charadrius hiaticula|Common Ringed Plover
comros|Carpodacus erythrinus|Common Rosefinch
comsan|Actitis hypoleucos|Common Sandpiper
scbant3|Willisornis poecilinotus|Common Scale-backed Antbird
cosbil1|Rhinopomastus cyanomelas|Common Scimitarbill
blksco1|Melanitta nigra|Common Scoter
comshe|Tadorna tadorna|Common Shelduck
comsni|Gallinago gallinago|Common Snipe
cstdro1|Dicrurus ludwigii|Common Square-tailed Drongo
comswi|Apus apus|Common Swift
comtai1|Orthotomus sutorius|Common Tailorbird
comter|Sterna hirundo|Common Tern
cotfly1|Todirostrum cinereum|Common Tody-Flycatcher
comwax|Estrilda astrild|Common Waxbill
cowpig1|Columba palumbus|Common Wood-Pigeon
comwoo1|Tephrodornis pondicerianus|Common Woodshrike
comyel|Geothlypis trichas|Common Yellowthroat
comwea1|Pachyphantes superciliosus|Compact Weaver
coseag1|Dryotriorchis spectabilis|Congo Serpent-Eagle
conwar|Oporornis agilis|Connecticut Warbler
coopet|Pterodroma cookii|Cook's Petrel
coohaw|Accipiter cooperii|Cooper's Hawk
cooela1|Elaenia brachyptera|Coopmans's Elaenia
capsee1|Sporophila bouvreuil|Copper Seedeater
copsun2|Cinnyris cupreus|Copper Sunbird
corhum1|Saucerottia tobaci|Copper-rumped Hummingbird
cotsun2|Leptocoma calcostetha|Copper-throated Sunbird
copbar1|Psilopogon haemacephalus|Coppersmith Barbet
cocjac2|Galbula pastazae|Coppery-chested Jacamar
coqcou1|Coua coquereli|Coquerel's Coua
cbgcuc1|Carpococcyx renauldi|Coral-billed Ground-Cuckoo
corwre1|Pheugopedius coraya|Coraya Wren
corcan1|Asthenes modesta|Cordilleran Canastero
corfly|Empidonax occidentalis|Cordilleran Flycatcher
corbun1|Emberiza calandra|Corn Bunting
corcra|Crex crex|Corn Crake
corpip1|Anthus correndera|Correndera Pipit
corfin1|Carduelis corsicana|Corsican Finch
cornut1|Sitta whiteheadi|Corsican Nuthatch
corshe|Calonectris diomedea|Cory's Shearwater
cosswa1|Coscoroba coscoroba|Coscoroba Swan
sthbrf3|Arremon costaricensis|Costa Rican Brushfinch
crpowl|Glaucidium costaricanum|Costa Rican Pygmy-Owl
thswar5|Basileuterus melanotis|Costa Rican Warbler
coshum|Calypte costae|Costa's Hummingbird
copgoo1|Nettapus coromandelianus|Cotton Pygmy-Goose
coukin|Tyrannus couchii|Couch's Kingbird
cozvir1|Vireo bairdi|Cozumel Vireo
craplo1|Dromas ardeola|Crab-Plover
crachi1|Ochetorhynchus melanurus|Crag Chilia
crahaw|Geranospiza caerulescens|Crane Hawk
crbwoo2|Campephilus leucopogon|Cream-backed Woodpecker
crcwoo2|Celeus flavus|Cream-colored Woodpecker
crtwhe1|Zosterops atriceps|Cream-throated White-eye
crvbul1|Pycnonotus simplex|Cream-vented Bulbul
crwcin1|Cinclodes albiventris|Cream-winged Cinclodes
crbant1|Herpsilochmus motacilloides|Creamy-bellied Antwren
crbgna1|Polioptila lactea|Creamy-bellied Gnatcatcher
crbthr1|Turdus amaurochalinus|Creamy-bellied Thrush
crbcan1|Asthenes dorbignyi|Creamy-breasted Canastero
crcspi1|Cranioleuca albicapilla|Creamy-crested Spinetail
crehon2|Phylidonyris pyrrhopterus|Crescent Honeyeater
crcbab1|Cyanoderma melanothorax|Crescent-chested Babbler
crcpuf1|Malacoptila striata|Crescent-chested Puffbird
crcwar|Oreothlypis superciliosa|Crescent-chested Warbler
crfant1|Grallaricula lineifrons|Crescent-faced Antpitta
cratan1|Habia cristata|Crested Ant-Tanager
crebar1|Trachyphonus vaillantii|Crested Barbet
crebec1|Pachyramphus validus|Crested Becard
crebel1|Oreoica gutturalis|Crested Bellbird
crebob1|Colinus cristatus|Crested Bobwhite
crebun1|Emberiza lathami|Crested Bunting
y00678|Caracara plancus|Crested Caracara
crecou1|Coua cristata|Crested Coua
credor1|Pseudocolopteryx sclateri|Crested Doradito
credro1|Dicrurus forficatus|Crested Drongo
creduc1|Lophonetta specularioides|Crested Duck
creeag1|Morphnus guianensis|Crested Eagle
crefin1|Spizixos canifrons|Crested Finchbill
crefra2|Ortygornis sephaena|Crested Francolin
cregal1|Rhinocrypta lanceolata|Crested Gallito
cregos1|Accipiter trivirgatus|Crested Goshawk
cregua1|Penelope purpurascens|Crested Guan
crehor1|Furnarius cristatus|Crested Hornero
crekin1|Megaceryle lugubris|Crested Kingfisher
crelar1|Galerida cristata|Crested Lark
cremyn|Acridotheres cristatellus|Crested Myna
creoro1|Psarocolius decumanus|Crested Oropendola
creowl1|Lophostrix cristata|Crested Owl
crepar1|Rollulus rouloul|Crested Partridge
crepig1|Ocyphaps lophotes|Crested Pigeon
creque1|Pharomachrus antisianus|Crested Quetzal
crseag1|Spilornis cheela|Crested Serpent-Eagle
crespi1|Cranioleuca subcristata|Crested Spinetail
cretit2|Lophophanes cristatus|Crested Tit
cretre1|Hemiprocne coronata|Crested Treeswift
crecur2|Mitu tomentosum|Crestless Curassow
crebun2|Emberiza caesia|Cretzschmar's Bunting
crilon1|Spiloptila clamans|Cricket Longtail
cricha1|Epthianura tricolor|Crimson Chat
crifin1|Neochmia phaeton|Crimson Finch
criros2|Platycercus elegans|Crimson Rosella
eacsun1|Aethopyga siparaja|Crimson Sunbird
critop1|Topaza pella|Crimson Topaz
crbsun2|Leptocoma minima|Crimson-backed Sunbird
crbtan1|Ramphocelus dimidiatus|Crimson-backed Tanager
crbpar1|Pyrrhura perlata|Crimson-bellied Parakeet
crbwoo1|Campephilus haematogaster|Crimson-bellied Woodpecker
crbfin1|Rhodospingus cruentus|Crimson-breasted Finch
crbgon1|Laniarius atrococcineus|Crimson-breasted Gonolek
crbwoo3|Dryobates cathpharius|Crimson-breasted Woodpecker
crcgro|Rhodothraupis celaeno|Crimson-collared Grosbeak
crctan1|Ramphocelus sanguinolentus|Crimson-collared Tanager
crcwoo1|Campephilus melanoleucos|Crimson-crested Woodpecker
crfbar3|Psilopogon rubricapillus|Crimson-fronted Barbet
crfpar|Psittacara finschi|Crimson-fronted Parakeet
crhpar1|Haematortyx sanguiniceps|Crimson-headed Partridge
crhman1|Pipra aureola|Crimson-hooded Manakin
crmwoo2|Colaptes rivolii|Crimson-mantled Woodpecker
crrtou1|Aulacorhynchus haematopygus|Crimson-rumped Toucanet
crwwoo1|Picus puniceus|Crimson-winged Woodpecker
crithr|Toxostoma crissale|Crissal Thrasher
crocis1|Cisticola natalensis|Croaking Cisticola
crgdov1|Columbina cruziana|Croaking Ground Dove
crobab1|Mystacornis crossleyi|Crossley's Vanga
crbdro1|Dicrurus annectens|Crow-billed Drongo
crocht1|Ochthoeca frontalis|Crowned Chat-Tyrant
crheag1|Stephanoaetus coronatus|Crowned Eagle
crohor1|Lophoceros alboterminatus|Crowned Hornbill
crolap1|Vanellus coronatus|Crowned Lapwing
croslf1|Empidonomus aurantioatrocristatus|Crowned Slaty Flycatcher
crowoo1|Thalurania colombica|Crowned Woodnymph
cryfof1|Micrastur mintoni|Cryptic Forest-Falcon
crywar1|Cryptosylvicola randrianasoloi|Cryptic Warbler
cubbla|Ptiloxena atroviolacea|Cuban Blackbird
cubcro1|Corvus nasicus|Cuban Crow
cubgna1|Polioptila lembeyei|Cuban Gnatcatcher
cugwoo1|Xiphidiopicus percussus|Cuban Green Woodpecker
cubpar1|Amazona leucocephala|Cuban Parrot
cubpew1|Contopus caribaeus|Cuban Pewee
cupowl1|Glaucidium siju|Cuban Pygmy-Owl
cubsol1|Myadestes elisabeth|Cuban Solitaire
cubtod1|Todus multicolor|Cuban Tody
cubtro1|Priotelus temnurus|Cuban Trogon
cubvir1|Vireo gundlachii|Cuban Vireo
cuckoo1|Leptosomus discolor|Cuckoo-roller
cunant1|Grallaria kaestneri|Cundinamarca Antpitta
cucara1|Pteroglossus beauharnaisii|Curl-crested Aracari
cucjay1|Cyanocorax cristatellus|Curl-crested Jay
cursan|Calidris ferruginea|Curlew Sandpiper
cubree1|Limnornis curvirostris|Curve-billed Reedhaunter
cubscy1|Campylorhamphus procurvoides|Curve-billed Scythebill
cubthr|Toxostoma curvirostre|Curve-billed Thrasher
eursco3|Otus cyprius|Cyprus Scops-Owl
darbar1|Trachyphonus darnaudii|D'Arnaud's Barbet
dorcht1|Ochthoeca oenanthoides|d'Orbigny's Chat-Tyrant
darwoo1|Dendrocopos darjellensis|Darjeeling Woodpecker
larhac1|Hierococcyx bocki|Dark Hawk-Cuckoo
darnew1|Newtonia amphichroa|Dark Newtonia
darpew1|Contopus lugubris|Dark Pewee
dbipig1|Ducula lacernulata|Dark-backed Imperial-Pigeon
dbwqua1|Odontophorus melanonotus|Dark-backed Wood-Quail
dabcin1|Cinclodes patagonicus|Dark-bellied Cinclodes
dabcuc1|Coccyzus melacoryphus|Dark-billed Cuckoo
dabros1|Procarduelis nipalensis|Dark-breasted Rosefinch
dabspi1|Synallaxis albigularis|Dark-breasted Spinetail
dabhon1|Lichmera incana|Dark-brown Honeyeater
daejun|Junco hyemalis|Dark-eyed Junco
dafbab1|Dumetia atriceps|Dark-fronted Babbler
dantai1|Orthotomus atrogularis|Dark-necked Tailorbird
dasfly|Muscicapa sibirica|Dark-sided Flycatcher
datori1|Oriolus xanthonotus|Dark-throated Oriole
datsee1|Sporophila ruficollis|Dark-throated Seedeater
dawtru1|Psophia viridis|Dark-winged Trumpeter
darwar1|Curruca undata|Dartford Warbler
darnot1|Nothura darwinii|Darwin's Nothura
daujac1|Corvus dauuricus|Daurian Jackdaw
daured1|Phoenicurus auroreus|Daurian Redstart
dausta1|Agropsar sturninus|Daurian Starling
davlew1|Phylloscopus intensior|Davison's Leaf Warbler
desspa1|Passer moabiticus|Dead Sea Sparrow
debflo1|Diglossa glauca|Deep-blue Flowerpiercer
delpig1|Columba delegorguei|Delegorgue's Pigeon
delpri1|Prinia lepida|Delicate Prinia
demcra1|Anthropoides virgo|Demoiselle Crane
demwir1|Sylviorthorhynchus desmursii|Des Murs's Wiretail
descis1|Cisticola aridulus|Desert Cisticola
desfin2|Rhodospiza obsoleta|Desert Finch
deslar1|Ammomanes deserti|Desert Lark
humowl1|Strix hadorami|Desert Owl
desspa3|Passer simplex|Desert Sparrow
deswhe1|Oenanthe deserti|Desert Wheatear
diaplo1|Phegornis mitchellii|Diademed Sandpiper-Plover
diatan1|Stephanophorus diadematus|Diademed Tanager
diatap1|Scytalopus schulenbergi|Diademed Tapaculo
diatap2|Scytalopus diamantinensis|Diamantina Tapaculo
diatro1|Harpactes diardii|Diard's Trogon
dickci|Spiza americana|Dickcissel
didcuc1|Chrysococcyx caprius|Dideric Cuckoo
dimfan1|Rhipidura brachyrhyncha|Dimorphic Fantail
dindor2|Pseudocolopteryx dinelliana|Dinelli's Doradito
codfin1|Diuca diuca|Diuca Finch
dohbus1|Telophorus dohertyi|Doherty's Bushshrike
dollar1|Eurystomus orientalis|Dollarbird
dolgul2|Leucophaeus scoresbii|Dolphin Gull
dobant2|Hylophylax punctulatus|Dot-backed Antbird
dofwoo1|Dryobates frontalis|Dot-fronted Woodpecker
dowant1|Microrhopias quixensis|Dot-winged Antwren
dowcra1|Porzana spiloptera|Dot-winged Crake
dottan1|Ixothraupis varia|Dotted Tanager
dobplo1|Charadrius bicinctus|Double-banded Plover
dbptyr1|Lophotriccus vitiosus|Double-banded Pygmy-Tyrant
dobfin1|Stizoptera bichenovii|Double-barred Finch
docsee1|Sporophila caerulescens|Double-collared Seedeater
doccor|Nannopterum auritum|Double-crested Cormorant
dosfra2|Pternistis bicalcaratus|Double-spurred Francolin
dstkne|Burhinus bistriatus|Double-striped Thick-knee
dotbar1|Lybius bidentatus|Double-toothed Barbet
dotkit1|Harpagus bidentatus|Double-toothed Kite
dowwoo|Dryobates pubescens|Downy Woodpecker
drasee1|Sporophila simplex|Drab Seedeater
drwtyr1|Ochthornis littoralis|Drab Water Tyrant
drawhi1|Pachycephala griseonota|Drab Whistler
drbpyt1|Hemitriccus diops|Drab-breasted Pygmy-Tyrant
drapri1|Prinia hypoxantha|Drakensberg Prinia
duccoc1|Cacatua ducorpsii|Ducorps's Cockatoo
duegih1|Gymnomyza brunneirostris|Duetting Giant-Honeyeater
dugant1|Herpsilochmus dugandi|Dugand's Antwren
linwoo4|Lepidocolaptes duidae|Duida Woodcreeper
ducatt1|Attila bolivianus|Dull-capped Attila
ducgra2|Asemospiza obscura|Dull-colored Grassquit
dumant1|Sipia laemosticta|Dull-mantled Antbird
dunlin|Calidris alpina|Dunlin
dunnoc1|Prunella modularis|Dunnock
duplar1|Chersophilus duponti|Dupont's Lark
dusant1|Cercomacroides tyrannina|Dusky Antbird
dusbro1|Corydon sumatranus|Dusky Broadbill
dubtan1|Chlorospingus semifuscus|Dusky Chlorospingus
duscrm1|Ptyonoprogne concolor|Dusky Crag-Martin
dueowl1|Bubo coromandus|Dusky Eagle-Owl
dusfly|Empidonax oberholseri|Dusky Flycatcher
dusful1|Schoeniparus brunneus|Dusky Fulvetta
dusgro|Dendragapus obscurus|Dusky Grouse
dltcuc1|Cercococcyx mechowi|Dusky Long-tailed Cuckoo
dusmoo1|Gallinula tenebrosa|Dusky Moorhen
dusnig1|Antrostomus saturatus|Dusky Nightjar
duspar1|Pionus fuscus|Dusky Parrot
duspig2|Patagioenas goodsoni|Dusky Pigeon
duspih1|Lipaugus fuscocinereus|Dusky Piha
dusrob1|Melanodryas vittata|Dusky Robin
dusspi1|Synallaxis moesta|Dusky Spinetail
dussun2|Cinnyris fuscus|Dusky Sunbird
dustap1|Scytalopus fuscus|Dusky Tapaculo
dusthr2|Turdus eunomus|Dusky Thrush
dustit2|Melaniparus funereus|Dusky Tit
dutdov1|Streptopelia lugens|Dusky Turtle-Dove
duswar|Phylloscopus fuscatus|Dusky Warbler
duswoo1|Artamus cyanopterus|Dusky Woodswallow
dubpar1|Forpus modestus|Dusky-billed Parrotlet
ducfly|Myiarchus tuberculifer|Dusky-capped Flycatcher
ducgre1|Pachysylvia hypoxantha|Dusky-capped Greenlet
ducwoo1|Lepidocolaptes fuscicapillus|Dusky-capped Woodcreeper
ducfog1|Anabazenops dorsalis|Dusky-cheeked Foliage-gleaner
ducfly2|Myiozetetes luteiventris|Dusky-chested Flycatcher
duftan1|Mitrospingus cassinii|Dusky-faced Tanager
dugoro1|Psarocolius atrovirens|Dusky-green Oropendola
